PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
96.76232911760381,170.15939778055576,41.47259790256534,54.312769587940714,2.6908862689854693,101.02708143169333,108.03026394860102
237.92500507042945,387.55059062904627,102.12316105432089,50.522278374824445,2.5450901108127986,94.09805741201895,209.5559043746758
184.33851574379426,266.8525079869022,158.4007920989894,7.435996251611391,9.071920347158263,73.08818466011306,174.5894957630788
151.67132862827395,280.74909184994897,134.4782306896254,37.418543624484855,2.5705073785101105,115.16518579731265,128.57136978755943
43.224566908396945,75.54724699593253,147.11539513644647,41.11858378465642,2.792302288673447,32.052196708124306,81.15251571635356
43.21865748236965,57.484857620746084,121.99317234082196,42.88816418520555,7.61804279793784,22.019063134058356,64.00998070988953
19.230484981208868,37.09063920975761,127.68701596803491,60.11637507659657,4.552424440260346,103.93581636509644,44.48506990712208
217.2131557148591,403.58851504050386,154.36326076610428,55.69224193905345,7.7894345138562935,58.306479829712316,209.1822641183411
152.27317787708617,298.43105436797714,52.44356150606161,62.75098381537724,0.7471249598874139,103.16657396277665,113.99903979642829
178.47778156003113,317.7931841856301,93.20224381933389,77.66390984650218,4.9269548173665045,108.23992257149564,173.16522013684013
10.043201102471599,16.980363060642045,47.60560510933238,82.23364517802888,0.4327746418144981,16.870335298097856,8.613277121308114
242.6279137796886,372.3354448140867,177.90356135943,73.22169224151696,0.7202667142080098,107.18112392846668,191.31522652573733
208.9484469961033,406.6518708480055,170.49008774672424,95.7747511157188,9.073730788109668,59.31509609063644,189.26483904099604
57.023082116177655,107.93620437048358,16.702557932646002,6.732095354254355,1.4785291740641922,66.14757379046554,69.05130043432646
49.547116965739654,61.24890414831683,129.94777932766704,23.59890863993688,5.370964754524649,78.92517622025312,53.79895803924845
49.934104914091286,60.9742149135599,167.2922139606632,5.718473122923501,4.1698464657469945,111.90208674030954,90.60503080625028
79.53934952508675,119.40214048730742,40.6978086716467,66.5100978446873,3.5386989299625426,12.102770387274044,64.5586644962537
133.56532574989828,246.88784663071038,106.55068919394701,90.31290215024876,9.008350122303998,62.45278151495988,114.33821305437613
110.82652956731836,220.5249451900863,165.6330105899671,28.13081817474843,0.3160516280773461,85.64942466736167,103.94429053313004
76.35113934852026,100.80896802863765,15.770816359585803,93.06828175564914,6.671517893138332,89.49776534680512,92.0582804352211
154.90395920698296,259.51131112399776,128.5614454319628,10.725402077508281,9.63760489871415,86.17856746908188,145.82866353325625
39.17599585975025,58.9486179296152,60.549331253333634,93.77142254652385,5.645665016272235,24.787864234893405,44.580412653133465
